partsNum,partsBrandName,productId
A 222 830 36 96,Mercedes-Benz,2215502407283941376
A 274 200 13 70,Mercedes-Benz,2215513116252217347
A 271 200 04 70,Mercedes-Benz,2215512324606697475
A 021 997 97 45,Mercedes-Benz,2215455685828583427
A 003 993 85 96,Mercedes-Benz,2215454928651853827
A 000 420 30 02,Mercedes-Benz,2215451989224890371
A 246 240 08 09,Mercedes-Benz,2215504943516655619
A 204 501 09 25,Mercedes-Benz,2215471834289053699
A 007 420 66 20,Mercedes-Benz,2215455421759397891
A 013 997 90 45,Mercedes-Benz,2215455598498979843
A 276 905 09 00,Mercedes-Benz,2215513762061787136
A 278 070 06 87,Mercedes-Benz,2215513914776395779
A 213 820 59 01,Mercedes-Benz,2215491106486788099
A 205 330 19 07,Mercedes-Benz,2215475082852999171
A 271 180 05 09,Mercedes-Benz,2215512313957359619
A 169 820 17 45,Mercedes-Benz,2215466102986547203
A 222 330 33 07,Mercedes-Benz,2215500710021079043
A 222 906 38 01,Mercedes-Benz,2215503734646939651
A 014 997 68 45,Mercedes-Benz,2215455615368470531
A 222 830 03 18,Mercedes-Benz,2215502361595387907
A 222 830 36 96,Mercedes-Benz,2215502407283941376
A 274 200 13 70,Mercedes-Benz,2215513116252217347
A 271 200 04 70,Mercedes-Benz,2215512324606697475
